iso3,year,sex_code,obesity_prevalence_pct,display_value
SLV,2022,SEX_BTSX,31.026986,31.0 [26.8-35.3]
KOR,2022,SEX_FMLE,5.6115557,5.6 [5.0-6.3]
SWZ,2022,SEX_FMLE,41.28665,41.3 [37.8-44.9]
YEM,2022,SEX_FMLE,15.485725,15.5 [11.5-20.2]
ITA,2022,SEX_FMLE,13.64059,13.6 [11.4-16.1]
SEN,2022,SEX_MLE,4.1870043,4.2 [3.3-5.3]
TKM,2022,SEX_BTSX,21.371296,21.4 [18.7-24.0]
AZE,2022,SEX_MLE,19.190143,19.2 [15.0-23.8]
BWA,2022,SEX_MLE,8.1991114,8.2 [6.6-10.0]
ARE,2022,SEX_BTSX,31.817931,31.8 [28.0-35.7]
CUB,2022,SEX_MLE,18.413647,18.4 [14.8-22.3]
GRL,2022,SEX_BTSX,27.134848,27.1 [23.6-30.8]
ETH,2022,SEX_MLE,1.1758582,1.2 [0.9-1.6]
CHN,2022,SEX_MLE,8.6957291,8.7 [7.1-10.4]
PAK,2022,SEX_FMLE,25.848708,25.8 [22.9-29.1]
LTU,2022,SEX_FMLE,20.023362,20.0 [15.7-24.6]
PHL,2022,SEX_MLE,6.8458781,6.8 [5.2-8.7]
SRB,2022,SEX_FMLE,18.086968,18.1 [14.1-22.3]
MEX,2022,SEX_BTSX,36.054844,36.1 [34.4-37.7]
GAB,2022,SEX_MLE,11.060599,11.1 [6.1-17.6]
NPL,2022,SEX_FMLE,9.100166,9.1 [7.8-10.5]
LBN,2022,SEX_BTSX,30.176866,30.2 [27.8-32.6]
LKA,2022,SEX_MLE,6.3611351,6.4 [5.2-7.7]
MYS,2022,SEX_MLE,17.273036,17.3 [14.0-20.6]
ITA,2022,SEX_MLE,14.927007,14.9 [12.2-17.9]
BLR,2022,SEX_BTSX,20.889097,20.9 [18.8-23.1]
COM,2022,SEX_MLE,7.3008239,7.3 [4.3-11.1]
JOR,2022,SEX_BTSX,35.746548,35.7 [34.1-37.4]
STP,2022,SEX_FMLE,23.739775,23.7 [19.8-28.0]
PAN,2022,SEX_MLE,28.674033,28.7 [24.1-33.6]
NOR,2022,SEX_FMLE,18.559128,18.6 [14.4-23.1]
AUT,2022,SEX_MLE,18.98499,19.0 [15.5-22.6]
SYC,2022,SEX_FMLE,43.211699,43.2 [38.9-47.7]
GHA,2022,SEX_MLE,4.6080016,4.6 [3.8-5.6]
MLI,2022,SEX_MLE,8.3712794,8.4 [5.3-12.2]
PAN,2022,SEX_FMLE,42.997575,43.0 [38.4-47.6]
BRA,2022,SEX_BTSX,28.159052,28.2 [26.2-30.3]
ESP,2022,SEX_BTSX,16.103056,16.1 [13.7-18.7]
ATG,2022,SEX_FMLE,42.003453,42.0 [27.4-57.1]
IDN,2022,SEX_BTSX,10.535927,10.5 [9.0-12.2]
KGZ,2022,SEX_BTSX,20.691554,20.7 [19.0-22.4]
UKR,2022,SEX_MLE,19.115978,19.1 [15.3-23.3]
LUX,2022,SEX_MLE,20.295759,20.3 [15.2-25.8]
ISR,2022,SEX_FMLE,22.378463,22.4 [18.4-26.4]
TUV,2022,SEX_FMLE,71.396971,71.4 [64.9-77.5]
MEX,2022,SEX_MLE,31.299224,31.3 [28.8-33.7]
CAN,2022,SEX_MLE,27.241755,27.2 [23.4-31.1]
CAF,2022,SEX_MLE,6.0087308,6.0 [3.7-8.9]
CHE,2022,SEX_FMLE,8.7477759,8.7 [7.0-10.7]
JPN,2022,SEX_FMLE,3.5241015,3.5 [2.8-4.4]
JOR,2022,SEX_MLE,29.622653,29.6 [27.0-32.3]
RWA,2022,SEX_BTSX,4.9390499,4.9 [4.2-5.7]
CIV,2022,SEX_BTSX,11.800028,11.8 [9.5-14.4]
LTU,2022,SEX_MLE,22.567634,22.6 [17.6-28.1]
BHR,2022,SEX_BTSX,34.632152,34.6 [28.5-40.9]
MLT,2022,SEX_FMLE,27.817589,27.8 [22.2-33.8]
ISL,2022,SEX_FMLE,20.488609,20.5 [14.6-27.1]
BEN,2022,SEX_MLE,6.7886785,6.8 [4.4-9.7]
PRI,2022,SEX_BTSX,41.121516,41.1 [34.8-47.7]
GTM,2022,SEX_FMLE,30.891737,30.9 [27.5-34.2]
SRB,2022,SEX_BTSX,21.160403,21.2 [17.9-24.6]
LBN,2022,SEX_FMLE,31.115314,31.1 [28.1-34.2]
SYR,2022,SEX_FMLE,39.639702,39.6 [30.9-49.1]
TUN,2022,SEX_BTSX,25.510526,25.5 [20.8-30.6]
LUX,2022,SEX_FMLE,17.310531,17.3 [13.1-22.1]
BGD,2022,SEX_BTSX,5.116006,5.1 [4.6-5.7]
PNG,2022,SEX_FMLE,30.388594,30.4 [18.2-44.2]
COD,2022,SEX_BTSX,6.1763883,6.2 [4.7-7.9]
CYP,2022,SEX_BTSX,21.604939,21.6 [15.5-28.6]
MRT,2022,SEX_MLE,8.3924837,8.4 [4.0-14.5]
BFA,2022,SEX_BTSX,6.8013452,6.8 [5.8-7.9]
BTN,2022,SEX_MLE,8.9412242,8.9 [6.6-11.6]
UZB,2022,SEX_MLE,26.202625,26.2 [22.4-30.4]
CPV,2022,SEX_MLE,8.2598075,8.3 [6.1-10.8]
AZE,2022,SEX_BTSX,26.442564,26.4 [23.3-29.5]
GNQ,2022,SEX_BTSX,18.145896,18.1 [13.6-23.7]
CZE,2022,SEX_MLE,29.235405,29.2 [25.5-33.1]
GIN,2022,SEX_MLE,5.6269556,5.6 [2.9-9.6]
PHL,2022,SEX_FMLE,10.776158,10.8 [8.7-13.1]
BOL,2022,SEX_BTSX,28.245702,28.2 [26.2-30.3]
UZB,2022,SEX_BTSX,29.464421,29.5 [26.9-32.1]
BFA,2022,SEX_FMLE,9.4588451,9.5 [8.0-11.2]
TON,2022,SEX_BTSX,72.058654,72.1 [68.3-75.6]
COM,2022,SEX_BTSX,15.621856,15.6 [12.5-19.0]
LBR,2022,SEX_MLE,11.456202,11.5 [9.1-14.1]
STP,2022,SEX_MLE,9.4505236,9.5 [6.9-12.4]
GRC,2022,SEX_FMLE,26.519182,26.5 [22.5-30.7]
LSO,2022,SEX_MLE,5.9411585,5.9 [4.5-7.5]
TZA,2022,SEX_MLE,5.6008726,5.6 [4.3-7.0]
PRK,2022,SEX_MLE,8.2846984,8.3 [3.2-16.5]
MUS,2022,SEX_FMLE,25.313854,25.3 [22.0-28.7]
CUB,2022,SEX_FMLE,25.000304,25.0 [21.2-29.0]
SDN,2022,SEX_BTSX,16.5149,16.5 [13.8-19.4]
RUS,2022,SEX_MLE,16.641524,16.6 [15.1-18.3]
IND,2022,SEX_FMLE,9.402176,9.4 [8.2-10.7]
SLE,2022,SEX_BTSX,7.6685444,7.7 [6.5-8.9]
TUV,2022,SEX_MLE,56.683558,56.7 [48.8-64.4]
HRV,2022,SEX_BTSX,29.460567,29.5 [26.4-32.7]
MDA,2022,SEX_BTSX,22.565222,22.6 [20.3-24.9]
MNE,2022,SEX_MLE,18.677247,18.7 [12.2-26.1]
LVA,2022,SEX_MLE,22.375998,22.4 [15.6-30.2]
ALB,2022,SEX_MLE,21.681495,21.7 [17.7-25.9]
UGA,2022,SEX_FMLE,12.802471,12.8 [11.3-14.4]
BEN,2022,SEX_BTSX,11.362983,11.4 [9.5-13.5]
COG,2022,SEX_BTSX,11.381004,11.4 [8.5-14.6]
SLV,2022,SEX_FMLE,37.477592,37.5 [31.7-43.5]
YEM,2022,SEX_BTSX,12.622611,12.6 [9.8-15.9]
PYF,2022,SEX_MLE,46.355245,46.4 [36.9-56.1]
MWI,2022,SEX_FMLE,11.132234,11.1 [8.8-13.7]
MNE,2022,SEX_FMLE,14.598535,14.6 [8.6-21.5]
NRU,2022,SEX_MLE,70.481229,70.5 [66.2-74.6]
URY,2022,SEX_MLE,30.121043,30.1 [23.5-37.3]
CHL,2022,SEX_FMLE,44.473806,44.5 [39.2-49.7]
MHL,2022,SEX_MLE,32.143521,32.1 [27.2-37.2]
PSE,2022,SEX_BTSX,37.086272,37.1 [34.5-39.8]
IND,2022,SEX_MLE,5.1651426,5.2 [4.3-6.1]
SVK,2022,SEX_BTSX,25.13428,25.1 [21.0-29.4]
IRN,2022,SEX_BTSX,23.9801,24.0 [22.5-25.5]
URY,2022,SEX_BTSX,33.203059,33.2 [28.6-38.0]
IRL,2022,SEX_FMLE,26.566759,26.6 [22.1-31.3]
LBR,2022,SEX_BTSX,15.588848,15.6 [13.9-17.5]
SEN,2022,SEX_FMLE,17.099416,17.1 [15.2-19.2]
BEN,2022,SEX_FMLE,15.708232,15.7 [12.8-18.9]
PRY,2022,SEX_BTSX,33.003804,33.0 [30.3-35.8]
BWA,2022,SEX_FMLE,29.055113,29.1 [26.2-31.9]
QAT,2022,SEX_FMLE,49.267569,49.3 [41.9-56.7]
GRD,2022,SEX_BTSX,30.161339,30.2 [24.9-35.7]
BRB,2022,SEX_FMLE,48.339507,48.3 [39.8-56.6]
CZE,2022,SEX_BTSX,25.573215,25.6 [23.1-28.1]
MLI,2022,SEX_FMLE,15.84,15.8 [13.8-18.0]
SVK,2022,SEX_MLE,28.607994,28.6 [22.3-35.1]
AFG,2022,SEX_BTSX,18.681836,18.7 [16.2-21.5]
GHA,2022,SEX_FMLE,22.372258,22.4 [20.4-24.4]
WSM,2022,SEX_MLE,50.544995,50.5 [42.6-58.5]
LVA,2022,SEX_FMLE,21.412472,21.4 [15.8-27.6]
GNB,2022,SEX_BTSX,11.676387,11.7 [8.3-15.9]
BRB,2022,SEX_MLE,26.719034,26.7 [19.4-35.0]
PAK,2022,SEX_BTSX,22.372344,22.4 [19.9-24.8]
LCA,2022,SEX_MLE,19.830805,19.8 [15.9-24.0]
LVA,2022,SEX_BTSX,22.225817,22.2 [17.8-27.3]
TJK,2022,SEX_BTSX,21.929231,21.9 [20.0-24.0]
GRD,2022,SEX_FMLE,42.196822,42.2 [34.0-51.1]
FIN,2022,SEX_MLE,22.688952,22.7 [20.3-25.1]
ZAF,2022,SEX_BTSX,31.133828,31.1 [28.6-33.7]
KNA,2022,SEX_BTSX,45.472181,45.5 [37.7-53.4]
EST,2022,SEX_MLE,20.23223,20.2 [15.3-25.7]
BLZ,2022,SEX_MLE,32.041281,32.0 [26.4-38.2]
SDN,2022,SEX_FMLE,21.824947,21.8 [17.5-26.4]
SYC,2022,SEX_BTSX,32.158482,32.2 [29.2-35.2]
MDA,2022,SEX_FMLE,23.774099,23.8 [20.6-27.0]
IRL,2022,SEX_BTSX,27.405554,27.4 [24.1-30.9]
PRI,2022,SEX_MLE,35.188711,35.2 [25.7-45.1]
GRC,2022,SEX_BTSX,26.966581,27.0 [23.8-30.2]
ARE,2022,SEX_MLE,27.928093,27.9 [22.8-33.3]
MHL,2022,SEX_FMLE,51.383585,51.4 [46.6-56.1]
TGO,2022,SEX_MLE,5.5612821,5.6 [4.1-7.3]
NAM,2022,SEX_BTSX,17.482415,17.5 [13.9-21.5]
SLE,2022,SEX_FMLE,12.283021,12.3 [10.3-14.5]
HND,2022,SEX_MLE,22.798382,22.8 [13.7-33.5]
TLS,2022,SEX_FMLE,4.6054039,4.6 [3.7-5.7]
HRV,2022,SEX_FMLE,26.27131,26.3 [22.6-30.3]
COD,2022,SEX_MLE,3.8311988,3.8 [2.2-5.9]
BTN,2022,SEX_FMLE,15.483433,15.5 [12.5-18.6]
NLD,2022,SEX_MLE,13.968322,14.0 [10.3-18.3]
CAF,2022,SEX_FMLE,12.844861,12.8 [9.0-17.5]
AGO,2022,SEX_FMLE,17.086522,17.1 [10.6-25.3]
BIH,2022,SEX_FMLE,19.737563,19.7 [13.9-26.3]
STP,2022,SEX_BTSX,16.639538,16.6 [14.3-19.2]
TUR,2022,SEX_BTSX,29.095364,29.1 [27.3-30.9]
BMU,2022,SEX_MLE,23.403655,23.4 [12.6-36.2]
BIH,2022,SEX_BTSX,20.350267,20.4 [15.8-25.1]
BRA,2022,SEX_MLE,24.162497,24.2 [21.2-27.2]
COL,2022,SEX_FMLE,29.355079,29.4 [25.8-33.2]
COL,2022,SEX_BTSX,23.770167,23.8 [21.4-26.3]
AND,2022,SEX_FMLE,15.238589,15.2 [9.5-22.6]
ISR,2022,SEX_BTSX,22.340062,22.3 [19.5-25.4]
SLB,2022,SEX_BTSX,21.128157,21.1 [18.0-24.4]
UGA,2022,SEX_MLE,3.6983624,3.7 [3.0-4.6]
ROU,2022,SEX_FMLE,28.616771,28.6 [25.7-31.7]
BWA,2022,SEX_BTSX,18.8162,18.8 [17.2-20.5]
BDI,2022,SEX_FMLE,3.9810896,4.0 [2.7-5.6]
CHL,2022,SEX_MLE,32.637948,32.6 [27.2-38.4]
HTI,2022,SEX_BTSX,10.534526,10.5 [8.7-12.7]
PLW,2022,SEX_BTSX,40.199491,40.2 [37.4-43.2]
USA,2022,SEX_BTSX,40.434778,40.4 [38.3-42.6]
CPV,2022,SEX_BTSX,15.599056,15.6 [13.5-17.9]
BHS,2022,SEX_BTSX,46.932739,46.9 [43.2-50.8]
MYS,2022,SEX_BTSX,22.010197,22.0 [19.6-24.4]
HRV,2022,SEX_MLE,32.282275,32.3 [27.5-37.3]
FSM,2022,SEX_BTSX,47.665861,47.7 [42.1-53.2]
TUN,2022,SEX_FMLE,32.356519,32.4 [25.3-40.0]
